chr	windowStart	windowEnd	D	f_d	f_dM	d_f
CM014757.1	31880457	31892236	-0.232948	-1.107597	-0.099366	-0.060870
CM014757.1	31886727	31900366	-0.180015	-0.248260	-0.089113	-0.052020
CM014757.1	31892330	31909238	-0.119612	-0.126881	-0.046160	-0.021352
CM014757.1	31900546	31913383	-0.239807	-0.380232	-0.083374	-0.039956
CM014757.1	31909392	31917571	-0.104031	-0.372339	-0.052448	-0.030839
CM014757.1	31913436	31923926	0.129804	0.180199	0.072600	0.042061
CM014757.1	31917613	31930424	0.159776	0.112931	0.068472	0.034994
CM014757.1	31924355	31937798	0.039628	0.016521	0.010854	0.004926
CM014757.1	31930448	31947261	0.045710	0.013356	0.008260	0.004730
CM014757.1	31937987	31957093	-0.072799	-0.025418	-0.014008	-0.003598
CM014757.1	31947329	31965328	-0.075633	-0.044269	-0.027901	-0.014322
CM014757.1	31957215	31971126	-0.043070	-0.036672	-0.017354	-0.011186
CM014757.1	31966148	31979176	0.099435	0.120604	0.046968	0.028911
CM014757.1	31971332	31986061	0.107180	0.136594	0.064439	0.031379
CM014757.1	31979259	31991412	-0.017464	-0.035699	-0.007932	-0.011757
CM014757.1	31986217	32001124	-0.022394	-0.030824	-0.008836	-0.016269
CM014757.1	31991441	32007901	0.125769	0.089852	0.055077	0.021347
CM014757.1	32001231	32013775	0.112294	0.081632	0.049141	0.016968
CM014757.1	32007931	32022710	0.191210	0.100274	0.064796	0.031920
CM014757.1	32013806	32030590	0.083523	0.040264	0.023732	0.013153
CM014757.1	32022878	32039517	-0.175615	-0.185068	-0.060394	-0.027828
CM014757.1	32030985	32048969	-0.052267	-0.060207	-0.021899	-0.011950
CM014757.1	32039648	32056457	-0.110787	-0.103730	-0.049836	-0.018051
CM014757.1	32049091	32066997	-0.052029	-0.037079	-0.016002	-0.011319
CM014757.1	32056653	32073209	0.109477	0.065368	0.031048	0.011551
CM014757.1	32067063	32079328	0.093658	0.083928	0.049607	0.014718
CM014757.1	32073615	32085073	-0.062138	-0.099271	-0.034416	-0.009277
CM014757.1	32079377	32091574	-0.045713	-0.083717	-0.026888	-0.002486
CM014757.1	32085654	32098765	0.056587	0.062417	0.024853	0.014503
CM014757.1	32091682	32105044	-0.011719	-0.010556	-0.003738	-0.008517
CM014757.1	32099284	32110063	-0.099862	-0.417883	-0.029534	-0.018293
CM014757.1	32105274	32118094	-0.002839	0.026297	-0.000625	0.002108
CM014757.1	32110088	32124195	0.142018	0.222214	0.034635	0.016709
CM014757.1	32118128	32130442	-0.048309	-0.072939	-0.014473	-0.009907
CM014757.1	32124216	32133961	-0.205928	-0.786060	-0.073856	-0.032765
CM014757.1	32130540	32145945	-0.128804	-0.145041	-0.053149	-0.033322
CM014757.1	32134004	32155591	-0.010368	-0.007720	-0.003572	-0.002900
CM014757.1	32146787	32161843	0.066549	0.056418	0.028585	0.022112
CM014757.1	32155840	32169678	0.108107	0.098437	0.048538	0.031530
CM014757.1	32162100	32178405	-0.098801	-0.301320	-0.038564	-0.016623
CM014757.1	32169822	32182521	-0.075698	-0.514870	-0.034866	-0.013286
CM014757.1	32178439	32189448	0.041073	0.053273	0.019252	0.011991
CM014757.1	32182730	32197810	0.137835	0.110979	0.063420	0.039485
CM014757.1	32189629	32202498	0.131494	0.135513	0.056022	0.035760
CM014757.1	32197951	32208159	0.026774	0.041607	0.010916	0.007656
CM014757.1	32202501	32214646	0.137117	0.161837	0.064770	0.037157
CM014757.1	32208448	32220215	0.136960	0.143533	0.075125	0.041114
CM014757.1	32214668	32226024	-0.076653	-0.135690	-0.044060	-0.014386
CM014757.1	32220247	32230860	-0.117954	-0.269368	-0.073828	-0.026371
CM014757.1	32226036	32239297	-0.039929	-0.048169	-0.021306	-0.017742
CM014757.1	32230867	32242743	-0.022460	-0.024048	-0.009929	-0.011470
CM014757.1	32239319	32248400	0.023063	0.030313	0.011064	0.011205
CM014757.1	32242798	32255119	-0.046464	-0.055435	-0.024338	-0.012586
CM014757.1	32248883	32260493	-0.089028	-0.122354	-0.064238	-0.029533
CM014757.1	32255209	32269421	-0.057602	-0.194230	-0.045562	-0.012948
CM014757.1	32260519	32275186	-0.069880	-0.217123	-0.039439	-0.014887
CM014757.1	32269674	32283339	-0.108223	-0.140948	-0.052010	-0.026414
CM014757.1	32275285	32290808	-0.121747	-0.201858	-0.044656	-0.022339
CM014757.1	32283537	32295432	-0.155683	1.269426	-0.044187	-0.020533
CM014757.1	32290969	32301307	-0.134860	-1.140488	-0.065666	-0.037773
CM014757.1	32295514	32306302	0.075586	0.105639	0.054387	0.020438
CM014757.1	32301330	32310753	0.254840	0.219014	0.185225	0.083930
CM014757.1	32306424	32315598	-0.080117	-0.143067	-0.034784	-0.019900
CM014757.1	32310835	32321641	0.003714	0.005035	0.001427	-0.005206
CM014757.1	32315972	32326112	0.106169	0.124907	0.049468	0.021006
CM014757.1	32321749	32331114	-0.115085	-0.257058	-0.079114	-0.045188
CM014757.1	32326305	32338724	-0.172496	-0.436106	-0.103710	-0.064882
CM014757.1	32331178	32345681	0.341945	0.441894	0.168738	0.117397
CM014757.1	32338844	32355498	0.456914	0.498195	0.214103	0.189749
CM014757.1	32345694	32366575	-0.212799	-0.724318	-0.109372	-0.080241
CM014757.1	32356667	32385578	-0.291862	-0.740632	-0.168474	-0.106832
CM014757.1	32367131	32393445	0.014679	0.021225	0.008596	0.011040
CM014757.1	32385592	32407515	-0.000895	-0.001959	-0.000505	0.000215
CM014757.1	32393502	32417517	0.052590	0.090247	0.027792	0.018511
CM014757.1	32407553	32424003	0.180346	0.250383	0.104105	0.065163
CM014757.1	32417887	32447022	0.188062	0.290330	0.093530	0.076179
CM014757.1	32424043	32450990	0.020729	0.049727	0.009819	0.009329
CM014757.1	32447139	32473617	-0.098537	-0.219860	-0.037751	-0.032877
CM014757.1	32451130	32483561	-0.069454	-0.101380	-0.018629	-0.022764
CM014757.1	32473639	32489414	0.076112	0.119989	0.025496	0.016227
CM014757.1	32483600	32498514	0.089120	0.162906	0.038622	0.019028
CM014757.1	32489537	32515716	0.029628	0.027076	0.009756	0.007812
CM014757.1	32499370	32524473	0.219471	0.230402	0.096082	0.065136
CM014757.1	32515737	32533533	0.267184	0.329282	0.126987	0.086871
CM014757.1	32524803	32540116	0.101060	0.119870	0.048036	0.029839
CM014757.1	32533624	32543317	0.077476	0.135231	0.061934	0.025569
CM014757.1	32540165	32551614	0.111417	0.173832	0.079155	0.028774
CM014757.1	32543395	32563064	0.047659	0.053997	0.015694	0.002037
CM014757.1	32551626	32570821	-0.131645	-0.216972	-0.039042	-0.036325
CM014757.1	32563073	32580201	-0.146158	-0.291033	-0.050803	-0.036644
CM014757.1	32572314	32588236	-0.053307	-0.030508	-0.013281	-0.010053
CM014757.1	32580279	32595323	0.025688	0.012772	0.006794	0.006277
CM014757.1	32588254	32603541	0.021489	0.017899	0.007417	-0.002189
CM014757.1	32595520	32609228	0.082684	0.059914	0.030613	0.016880
CM014757.1	32603652	32614468	0.038309	0.031895	0.017573	0.008565
CM014757.1	32609559	32620204	-0.074239	-0.086971	-0.037436	-0.024368
CM014757.1	32614515	32641616	-0.030670	-0.022986	-0.008719	-0.006587
CM014757.1	32620220	32647625	0.073430	0.048127	0.017445	0.010469
CM014757.1	32641745	32654448	0.115219	0.075145	0.043185	0.027950
CM014757.1	32647750	32661858	0.023728	0.015862	0.009045	0.002966
CM014757.1	32654659	32670382	-0.103554	-0.096144	-0.033819	-0.023295
CM014757.1	32661892	32674408	-0.291511	3.335546	-0.074450	-0.026357
CM014757.1	32670460	32682613	-0.132958	-0.183167	-0.038825	-0.010112
CM014757.1	32674433	32690888	0.104787	0.052191	0.033569	0.014144
CM014757.1	32682626	32695932	-0.055887	-0.065338	-0.029943	-0.020322
CM014757.1	32691238	32706149	0.055337	0.119033	0.040257	0.023711
CM014757.1	32695966	32718990	0.183444	0.229031	0.119757	0.078898
CM014757.1	32706160	32726568	0.036413	0.035773	0.024312	0.011559
CM014757.1	32719001	32734645	-0.201439	-0.287380	-0.119793	-0.083269
CM014757.1	32726887	32743749	-0.188071	-0.323937	-0.100721	-0.052762
CM014757.1	32734692	32747506	-0.059976	-0.233895	-0.035968	-0.005602
CM014757.1	32743787	32753847	0.010092	0.071478	0.007553	0.004997
CM014757.1	32747590	32760983	0.053915	0.112855	0.032159	0.014424
CM014757.1	32754430	32778695	0.016072	0.025831	0.007636	0.006615
CM014757.1	32761149	32790345	0.032127	0.036429	0.010829	0.006819
CM014757.1	32780261	32798833	-0.006891	-0.009370	-0.001784	0.000219
CM014757.1	32790357	32807932	-0.039192	-0.055138	-0.011329	-0.006600
CM014757.1	32798837	32813561	-0.082269	-0.103001	-0.027624	-0.017661
CM014757.1	32807979	32819366	-0.026571	-0.072692	-0.009968	-0.001383
CM014757.1	32813628	32826526	-0.059054	0.185307	-0.013759	-0.013566
CM014757.1	32819425	32832695	-0.121775	1.115050	-0.027782	-0.027282
CM014757.1	32826542	32837070	-0.124285	-0.188340	-0.038319	-0.012393
CM014757.1	32832797	32843669	0.009587	0.009077	0.002310	0.002635
CM014757.1	32837086	32851586	0.002067	0.001622	0.000478	0.002866
CM014757.1	32843718	32856431	-0.083018	-0.061061	-0.024156	-0.017687
CM014757.1	32851590	32864601	0.110448	0.091226	0.038585	0.039003
CM014757.1	32856464	32870843	0.257886	0.248126	0.104948	0.084952
CM014757.1	32864685	32876582	0.093362	0.119316	0.042078	0.022361
CM014757.1	32871119	32886827	-0.093527	-0.162284	-0.025279	-0.009758
CM014757.1	32876593	32891304	0.088683	0.162755	0.027403	0.011685
CM014757.1	32886893	32896160	0.041577	0.053036	0.015709	0.008883
CM014757.1	32891649	32903560	0.041566	0.031106	0.012690	0.008946
CM014757.1	32896187	32912783	0.159920	0.074857	0.042583	0.046960
CM014757.1	32903660	32930387	0.074471	0.039278	0.021997	0.015529
CM014757.1	32912925	32938642	-0.027508	-0.019973	-0.010550	-0.004417
CM014757.1	32930436	32943277	-0.013596	-0.018004	-0.004535	0.005261
CM014757.1	32938653	32947904	0.055854	0.056086	0.017025	0.021618
CM014757.1	32943349	32955697	0.059395	0.033407	0.019212	0.015258
CM014757.1	32947971	32959651	-0.110156	-0.123937	-0.040169	-0.014817
CM014757.1	32955722	32967384	-0.125896	-0.171020	-0.048676	-0.016283
CM014757.1	32959663	32972613	-0.155894	-0.201568	-0.080014	-0.035507
CM014757.1	32967415	32980530	-0.155738	-0.337392	-0.072911	-0.035646
CM014757.1	32973015	32985302	0.039850	0.079859	0.011556	0.003102
CM014757.1	32980670	32991277	0.180469	0.177216	0.057525	0.036696
CM014757.1	32985354	32997013	0.247802	0.178621	0.127669	0.078555
CM014757.1	32991757	33005040	0.148521	0.111620	0.076477	0.042220
CM014757.1	32998455	33010813	0.002241	0.001860	0.000887	-0.001975
CM014757.1	33005102	33018385	-0.077634	-0.101417	-0.030463	-0.018245
CM014757.1	33010825	33037237	-0.131396	-0.168678	-0.052752	-0.030927
CM014757.1	33018413	33074937	-0.085941	-0.438644	-0.022956	-0.008392
CM014757.1	33038499	33081928	0.061553	-0.300466	0.014905	0.005593
CM014757.1	33074947	33090083	0.200749	0.273716	0.068518	0.027256
CM014757.1	33082114	33098987	0.141407	0.138730	0.054000	0.031197
CM014757.1	33090143	33104570	0.040647	0.045846	0.015951	0.011898
CM014757.1	33098999	33113385	-0.094476	-0.243765	-0.032542	-0.016609
CM014757.1	33105368	33118422	-0.115652	-0.367458	-0.043598	-0.028510
CM014757.1	33113583	33129533	0.081922	0.124084	0.038604	0.014315
CM014757.1	33118486	33143561	0.150668	0.176329	0.086050	0.034651
CM014757.1	33130236	33151121	0.033873	0.039605	0.018385	0.002794
CM014757.1	33143922	33159385	-0.045585	-0.069779	-0.026341	-0.015830
CM014757.1	33151364	33165877	0.011405	0.016441	0.005177	0.010354
CM014757.1	33159386	33171096	0.137391	0.177048	0.056186	0.046873
CM014757.1	33165899	33178481	0.071795	0.096940	0.039799	0.022616
CM014757.1	33171206	33183707	-0.028652	-0.036912	-0.015314	-0.002415
CM014757.1	33178599	33189679	0.031635	0.058864	0.016611	0.016492
CM014757.1	33183718	33195766	0.045534	0.094323	0.022537	0.016834
CM014757.1	33189708	33199672	-0.021854	-0.031992	-0.010625	-0.004501
CM014757.1	33195863	33204054	-0.174556	0.871930	-0.055054	-0.018531
CM014757.1	33199895	33207612	-0.106180	0.263718	-0.031497	-0.014035
CM014757.1	33204094	33213161	0.095068	6.641954	0.035525	0.015789
CM014757.1	33207660	33218930	0.027087	0.787976	0.010763	0.003975
CM014757.1	33213269	33223135	-0.057125	-0.073861	-0.030903	-0.038617
CM014757.1	33218951	33229418	0.004243	0.006527	0.003999	0.000364
CM014757.1	33223304	33235457	0.091071	0.171816	0.079554	0.038133
CM014757.1	33230588	33241591	-0.086601	-0.106348	-0.050911	-0.051346
CM014757.1	33235503	33250794	-0.100813	-0.085936	-0.050430	-0.051022
CM014757.1	33241681	33259307	0.102345	0.064044	0.036855	0.019215
CM014757.1	33250840	33272009	0.042531	0.044641	0.015108	0.001115
CM014757.1	33259371	33276492	-0.029050	-0.075494	-0.012102	-0.011160
CM014757.1	33272182	33282852	-0.053778	-0.138568	-0.030769	-0.015341
CM014757.1	33276520	33289109	0.129602	0.137856	0.069871	0.038437
CM014757.1	33282904	33294764	0.201286	0.190170	0.078101	0.056441
CM014757.1	33289120	33302281	0.179373	0.159446	0.058404	0.053432
CM014757.1	33294992	33308722	0.005896	0.004094	0.001569	0.005796
CM014757.1	33302316	33317367	-0.217612	-0.165516	-0.068416	-0.059801
CM014757.1	33308934	33325634	-0.300281	-0.899932	-0.112132	-0.073179
CM014757.1	33317414	33333776	-0.184777	0.784697	-0.052977	-0.037776
CM014757.1	33325687	33340320	0.037617	0.029793	0.008111	0.004972
CM014757.1	33333928	33348104	-0.246154	-0.149476	-0.049275	-0.033000
CM014757.1	33340339	33354871	-0.205728	-0.302593	-0.067335	-0.046114
CM014757.1	33348230	33364059	0.055743	0.058123	0.026718	0.017757
CM014757.1	33354883	33371484	0.122273	0.115213	0.056655	0.046577
CM014757.1	33364079	33376668	0.082373	0.076035	0.035851	0.026948
CM014757.1	33371508	33381232	-0.030304	-0.032753	-0.014171	-0.008118
CM014757.1	33376680	33388404	-0.036072	-0.036062	-0.017533	-0.009032
CM014757.1	33381319	33392707	-0.019669	-0.020198	-0.010381	0.000569
CM014757.1	33388407	33398485	0.035443	0.042918	0.016012	0.011715
CM014757.1	33393026	33406242	-0.017991	-0.038408	-0.006919	-0.006744
CM014757.1	33398565	33413485	-0.152635	-0.549897	-0.065504	-0.032069
CM014757.1	33406268	33420355	-0.102381	-0.168770	-0.052042	-0.023276
CM014757.1	33413666	33425830	-0.055933	-0.067346	-0.030800	-0.008292
CM014757.1	33420573	33429904	-0.025533	-0.014606	-0.011687	-0.003467
CM014757.1	33426033	33434533	-0.007442	-0.004129	-0.003074	-0.001254
CM014757.1	33429920	33438812	0.022193	0.016367	0.008628	0.004279
CM014757.1	33434678	33454000	-0.037769	-0.017951	-0.011590	-0.006410
CM014757.1	33438829	33461338	-0.051790	-0.026015	-0.015805	-0.010426
CM014757.1	33454081	33466289	-0.024623	-0.023589	-0.011325	-0.013147
CM014757.1	33461425	33472091	-0.142823	-0.194566	-0.080011	-0.053772
CM014757.1	33466401	33480255	-0.129947	-0.206328	-0.070903	-0.040131
CM014757.1	33472226	33484748	0.049649	0.052970	0.026740	0.010765
CM014757.1	33480279	33490874	-0.021545	-0.032376	-0.010999	-0.009021
CM014757.1	33484826	33496274	-0.052849	-0.168080	-0.024498	-0.011670
CM014757.1	33491141	33501105	-0.020693	-0.079789	-0.007635	-0.000762
CM014757.1	33496311	33507899	-0.070819	-0.261864	-0.034276	-0.010624
CM014757.1	33501128	33513558	0.018598	0.031666	0.008276	0.007349
CM014757.1	33507911	33519388	0.057779	0.095812	0.016365	0.007194
CM014757.1	33513934	33529205	-0.011998	-0.017248	-0.003567	-0.007161
CM014757.1	33519441	33535407	-0.017295	-0.019757	-0.007123	-0.006106
CM014757.1	33529228	33542111	-0.113309	-0.160226	-0.051216	-0.022372
CM014757.1	33535561	33545570	-0.082930	-0.094962	-0.034404	-0.012837
CM014757.1	33542130	33554468	0.099685	0.100818	0.024458	0.022551
CM014757.1	33545885	33569078	0.027666	0.021925	0.005820	0.013351
CM014757.1	33554505	33574248	-0.289379	-0.368731	-0.082415	-0.033906
CM014757.1	33569121	33583180	-0.186497	-0.556641	-0.075864	-0.019908
CM014757.1	33574266	33588853	0.111567	0.190350	0.066755	0.017821
CM014757.1	33583394	33597459	0.144109	0.296024	0.099110	0.039731
CM014757.1	33588931	33603982	-0.010591	0.069170	-0.005336	-0.002334
CM014757.1	33597483	33612845	-0.113589	0.326826	-0.054320	-0.016590
CM014757.1	33604245	33620770	-0.063381	-0.219608	-0.035021	-0.018408
CM014757.1	33612911	33631356	-0.122406	-0.162279	-0.055985	-0.057112
CM014757.1	33620823	33710277	-0.088205	-0.113372	-0.033984	-0.031859
CM014757.1	33632418	33715407	0.016718	0.026796	0.006068	0.006985
CM014757.1	33710301	33722145	0.045531	0.045209	0.017065	0.005041
CM014757.1	33715455	33728673	0.063775	0.049302	0.026741	0.018500
CM014757.1	33722337	33733367	0.038191	0.033714	0.014665	0.022834
CM014757.1	33728729	33745263	0.029085	0.027153	0.008127	0.010475
CM014757.1	33733769	33751393	0.071831	0.070194	0.023245	0.017578
CM014757.1	33745278	33756212	0.097867	0.170920	0.056183	0.024512
CM014757.1	33751413	33760499	-0.042624	-0.255374	-0.024747	-0.011992
CM014757.1	33756263	33765500	-0.208649	-0.569170	-0.095432	-0.053480
CM014757.1	33760744	33768363	-0.170926	-0.347017	-0.079663	-0.066653
CM014757.1	33765605	33776993	-0.129309	-0.380900	-0.070649	-0.039583
CM014757.1	33768410	33784471	-0.035806	-0.038398	-0.018368	-0.004457
CM014757.1	33777015	33791322	-0.018795	-0.016989	-0.008751	-0.001381
CM014757.1	33784941	33797611	0.066965	0.062129	0.028835	0.011973
CM014757.1	33791419	33803591	0.067249	0.077310	0.030066	0.019955
CM014757.1	33798021	33807522	0.118269	0.115383	0.056065	0.051326
CM014757.1	33803619	33813234	0.165424	0.125517	0.082486	0.059204
CM014757.1	33807543	33819292	0.146236	0.111654	0.057269	0.036819
CM014757.1	33813703	33826070	0.271563	0.166143	0.052524	0.077062
CM014757.1	33819311	33830897	0.031394	0.037990	0.008191	0.009175
CM014757.1	33826129	33834762	0.032108	0.050484	0.019755	-0.005328
CM014757.1	33830936	33843104	0.060195	0.056119	0.028737	0.004933
CM014757.1	33835632	33848726	-0.044741	-0.036777	-0.018931	-0.004518
CM014757.1	33843147	33881739	-0.006503	-0.005939	-0.003251	-0.002306
CM014757.1	33848780	33889302	-0.165570	-0.185435	-0.072819	-0.042205
CM014757.1	33881831	33896368	-0.118943	-0.135526	-0.058631	-0.031790
CM014757.1	33890026	33901952	-0.087660	-0.082285	-0.043345	-0.027411
CM014757.1	33896390	33907814	0.009385	0.005062	0.003335	-0.001024
CM014757.1	33902091	33915479	-0.031421	-0.028273	-0.012584	-0.012371
CM014757.1	33907857	33922663	-0.095386	-0.174203	-0.049580	-0.033076
CM014757.1	33915950	33928403	-0.127011	-0.152092	-0.070267	-0.043163
CM014757.1	33922780	33934733	-0.200503	-0.200794	-0.078831	-0.080301
CM014757.1	33928555	33943399	-0.087659	-0.073225	-0.024561	-0.044269
CM014757.1	33934762	33952799	-0.010068	-0.006323	-0.002955	-0.002930
CM014757.1	33943419	33961612	0.006742	0.005367	0.002090	0.002494
CM014757.1	33953040	33966777	-0.052489	-0.131147	-0.015213	-0.007380
CM014757.1	33961639	33972016	0.020438	0.037128	0.007144	0.000201
CM014757.1	33966804	33975323	-0.002828	-0.004922	-0.001297	-0.004502
CM014757.1	33972047	33982136	-0.178307	-0.666787	-0.090394	-0.046850
CM014757.1	33975607	33989793	-0.189731	-0.426980	-0.067595	-0.037410
CM014757.1	33982152	33996506	-0.118649	-0.095833	-0.032623	-0.019561
CM014757.1	33989972	34003851	0.006504	0.004701	0.002122	0.008077
CM014757.1	33996634	34010389	0.147679	0.119155	0.046688	0.037466
CM014757.1	34003873	34017670	-0.012366	-0.015976	-0.004606	-0.003624
CM014757.1	34010402	34023573	-0.126438	-0.234794	-0.056110	-0.052102
CM014757.1	34017691	34028836	-0.055177	-0.089938	-0.029513	-0.028481
CM014757.1	34024172	34034807	-0.151413	-0.413247	-0.116697	-0.044482
CM014757.1	34028864	34041015	-0.161242	-0.342330	-0.087284	-0.032069
CM014757.1	34035039	34045958	-0.128148	-0.236455	-0.040226	-0.019364
CM014757.1	34041095	34050595	-0.029905	-0.071582	-0.010819	-0.001164
CM014757.1	34045975	34056776	-0.000041	-0.000140	-0.000023	0.002463
CM014757.1	34050607	34060872	0.031922	0.095858	0.017599	0.007214
CM014757.1	34056807	34064665	0.102811	0.150852	0.059940	0.023697
CM014757.1	34060897	34068636	0.038296	0.062324	0.025551	0.004848
CM014757.1	34064753	34073652	-0.032923	-0.048795	-0.011730	-0.007233
CM014757.1	34068643	34081689	-0.012353	-0.020429	-0.004612	-0.004575
CM014757.1	34073708	34092710	-0.008148	-0.044778	-0.004361	-0.008624
CM014757.1	34081713	34096170	0.007118	0.019403	0.004902	-0.002476
CM014757.1	34092727	34101417	0.002769	0.004886	0.002356	0.000839
CM014757.1	34096329	34106525	0.032676	0.059237	0.021915	0.008009
CM014757.1	34101635	34111197	0.015353	0.027943	0.010485	0.009907
CM014757.1	34106675	34116657	-0.053058	-0.093717	-0.032451	-0.011591
CM014757.1	34111302	34125332	-0.099354	-0.067533	-0.029477	-0.023241
CM014757.1	34116745	34128811	-0.184604	-0.169204	-0.065235	-0.049975
CM014757.1	34125368	34132158	-0.033481	-0.056669	-0.020046	-0.015977
CM014757.1	34128873	34135586	0.176104	0.213370	0.106653	0.053681
CM014757.1	34132245	34140243	0.099348	0.279293	0.023561	0.024923
CM014757.1	34135603	34146448	-0.119196	-0.964395	-0.025259	-0.016967
CM014757.1	34140258	34150983	-0.115045	-0.326810	-0.048518	-0.024032
CM014757.1	34146498	34158235	0.071816	0.079011	0.034909	0.023024
CM014757.1	34151010	34164589	0.198037	0.136113	0.070325	0.062460
CM014757.1	34158340	34172513	0.086250	0.064165	0.029799	0.022172
CM014757.1	34164727	34179773	0.010284	0.007406	0.003121	0.004259
CM014757.1	34172525	34187927	0.052899	0.048835	0.016716	0.024870
CM014757.1	34180032	34194860	0.069456	0.116427	0.042305	0.033114
CM014757.1	34188336	34199772	0.090609	0.216060	0.074988	0.038049
CM014757.1	34194931	34209570	0.039438	0.072474	0.025782	0.016470
CM014757.1	34200020	34214713	-0.040985	-0.060794	-0.024380	-0.009785
CM014757.1	34209678	34223552	0.005260	0.004531	0.001874	0.000429
CM014757.1	34214777	34228098	0.035158	0.022775	0.010793	0.002240
CM014757.1	34223565	34234805	0.019926	0.023727	0.008611	0.000825
CM014757.1	34228127	34239381	-0.009651	-0.024247	-0.005018	-0.002781
CM014757.1	34234855	34243044	0.055217	0.076161	0.033150	0.012287
CM014757.1	34239395	34246780	-0.084182	-0.121819	-0.037936	-0.029323
CM014757.1	34243080	34250910	-0.193887	-1.056434	-0.082279	-0.046633
CM014757.1	34246794	34257348	-0.009502	-0.021171	-0.006161	-0.002141
CM014757.1	34251077	34261841	-0.010117	-0.013611	-0.005701	-0.014223
CM014757.1	34257361	34266483	-0.036955	-0.047533	-0.019534	-0.016831
CM014757.1	34261934	34273330	-0.051439	-0.065620	-0.028029	-0.007908
CM014757.1	34266569	34287063	-0.037210	-0.060544	-0.019172	-0.003342
CM014757.1	34273817	34292932	-0.027901	-0.105228	-0.017973	-0.006994
CM014757.1	34287080	34299209	-0.027167	-0.102177	-0.016132	-0.005821
CM014757.1	34293040	34301966	0.049108	0.132668	0.030698	0.017270
CM014757.1	34299211	34306281	-0.054455	-0.114740	-0.032465	-0.017805
CM014757.1	34301993	34311521	-0.094019	-0.144964	-0.034492	-0.021135
CM014757.1	34306305	34317439	0.069430	0.110299	0.030595	0.006714
CM014757.1	34311572	34325811	0.009679	0.014740	0.005344	-0.007176
CM014757.1	34317480	34385028	0.016139	0.024184	0.006732	0.000426
CM014757.1	34326183	34390133	0.016118	0.028334	0.007617	0.004314
CM014757.1	34385095	34395342	0.062839	0.061658	0.027020	0.016224
CM014757.1	34390270	34400419	0.055065	0.061632	0.026046	0.008878
CM014757.1	34395364	34406697	-0.102108	-0.376676	-0.083242	-0.033160
CM014757.1	34400525	34411386	-0.159358	-0.463674	-0.119845	-0.061033
CM014757.1	34406897	34418205	-0.157783	-0.297428	-0.086851	-0.063338
CM014757.1	34411398	34425868	-0.352884	4.914917	-0.146410	-0.090242
CM014757.1	34418223	34430834	-0.256436	3.517545	-0.108558	-0.058188
CM014757.1	34425948	34438772	-0.122978	-0.277202	-0.048576	-0.037778
CM014757.1	34430934	34446180	-0.185079	-0.266771	-0.078333	-0.060975
CM014757.1	34438870	34453527	-0.157016	-0.194770	-0.079079	-0.046968
CM014757.1	34446257	34462727	-0.187053	-0.371667	-0.081344	-0.051830
CM014757.1	34453844	34467658	-0.128954	-0.406456	-0.064276	-0.029788
CM014757.1	34462749	34475623	-0.174106	40.113988	-0.064475	-0.033208
CM014757.1	34468077	34481935	-0.097809	-0.614007	-0.027905	-0.015916
CM014757.1	34475783	34486695	-0.018281	-0.018855	-0.007521	-0.011988
CM014757.1	34481975	34493548	-0.098224	-0.127381	-0.048154	-0.036435
CM014757.1	34486850	34498251	-0.054081	-0.079621	-0.027845	-0.012492
CM014757.1	34494032	34505118	-0.115296	-0.161691	-0.065073	-0.032501
CM014757.1	34498390	34512019	0.051312	0.049954	0.029357	0.013411
CM014757.1	34505128	34517932	0.269504	0.234134	0.148760	0.113526
CM014757.1	34512032	34523389	0.132137	0.199284	0.057756	0.037156
CM014757.1	34518060	34526698	-0.133829	955.409673	-0.063601	-0.019957
CM014757.1	34523428	34531286	-0.081113	-0.389315	-0.048779	-0.019394
CM014757.1	34526706	34541490	0.035597	0.062148	0.016989	0.012705
CM014757.1	34531359	34567547	0.014737	0.035523	0.007478	0.007784
CM014757.1	34542416	34573497	0.054331	0.130678	0.027490	0.016727
CM014757.1	34567702	34577901	0.049236	0.069868	0.021882	0.014223
CM014757.1	34573519	34583693	0.029729	0.034961	0.016111	0.009803
CM014757.1	34578028	34588676	0.032660	0.040487	0.016349	0.011849
CM014757.1	34583731	34594226	-0.096572	-0.083802	-0.036381	-0.029722
CM014757.1	34588702	34599502	-0.082812	-0.076953	-0.033636	-0.026471
CM014757.1	34595756	34605725	-0.044419	-0.074697	-0.019130	-0.011794
CM014757.1	34599518	34610569	-0.086424	-0.220341	-0.045170	-0.022313
CM014757.1	34605808	34615656	0.029899	0.039041	0.014325	0.015634
CM014757.1	34610580	34621352	0.078554	0.074824	0.032350	0.022386
CM014757.1	34615729	34626569	0.084595	0.082104	0.039583	0.009934
CM014757.1	34621392	34630581	0.007259	0.009391	0.004900	-0.006709
CM014757.1	34626587	34635979	0.031471	0.033015	0.020106	0.008649
CM014757.1	34630655	34640040	0.100922	0.071107	0.048901	0.035598
CM014757.1	34636032	34648681	-0.135052	-0.142580	-0.049955	-0.024881
CM014757.1	34640090	34654060	-0.216254	-0.348668	-0.082508	-0.044670
CM014757.1	34648758	34660849	0.055046	0.054144	0.032377	0.015420
CM014757.1	34654111	34667836	0.122730	0.140409	0.065440	0.028319
CM014757.1	34661008	34673226	-0.028621	-0.082502	-0.012774	-0.010278
CM014757.1	34667846	34677174	-0.052858	-0.106674	-0.032218	-0.022270
CM014757.1	34673321	34684639	-0.019220	-0.056188	-0.013062	-0.006586
